question_id,subgraph_type,template_id,template_structure
22202,simple question left,2,<?S P O ; ?S InstanceOf Type>
22267,simple question right,1,<S P ?O ; ?O instanceOf Type>
24416,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
16579,right-subgraph,2,E REF xF . xF RFG ?G
658,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
16938,left-subgraph,5,C RCD xD . xD RDE ?E
2198,statement_property,Count_2,Count ent (ent-pred-obj)
772,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
29780,simple question left,2,<?S P O ; ?S InstanceOf Type>
4187,statement_property,statement_property_1,(E pred ?Obj ) prop value
29249,center,1.1,E REF ?F
15589,left-subgraph,5,C RCD xD . xD RDE ?E
12315,right-subgraph,1,E REF ?F . ?F RFG G
9280,statement_property,statement_property_1,(E pred ?Obj ) prop value
7079,statement_property,statement_property_1,(E pred ?Obj ) prop value
16063,left-subgraph,5,C RCD xD . xD RDE ?E
3434,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
19881,simple question left,2,<?S P O ; ?S InstanceOf Type>
10518,,2,
23325,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
22809,simple question right,1,<S P ?O ; ?O instanceOf Type>
28723,center,1.1,E REF ?F
5045,statement_property,statement_property_2,(E pred F) prop ?value
11993,right-subgraph,1,E REF ?F . ?F RFG G
24730,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
4268,statement_property,statement_property_1,(E pred ?Obj ) prop value
274,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
4684,statement_property,statement_property_2,(E pred F) prop ?value
11736,,3,
13693,right-subgraph,1,E REF ?F . ?F RFG G
13686,right-subgraph,1,E REF ?F . ?F RFG G
6183,statement_property,statement_property_1,(E pred ?Obj ) prop value
24513,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
1197,statement_property,Count_1,Count Obj (ent-pred-obj)
4585,statement_property,statement_property_2,(E pred F) prop ?value
1739,statement_property,Count_2,Count ent (ent-pred-obj)
15032,left-subgraph,5,C RCD xD . xD RDE ?E
21107,simple question left,2,<?S P O ; ?S InstanceOf Type>
14394,right-subgraph,2,E REF xF . xF RFG ?G
28605,center,1.1,E REF ?F
8688,statement_property,statement_property_1,(E pred ?Obj ) prop value
17567,right-subgraph,2,E REF xF . xF RFG ?G
11524,,3,
7278,statement_property,statement_property_1,(E pred ?Obj ) prop value
21830,simple question right,1,<S P ?O ; ?O instanceOf Type>
6803,statement_property,statement_property_1,(E pred ?Obj ) prop value
22437,simple question left,2,<?S P O ; ?S InstanceOf Type>
187,boolean one_hop right subgraph,1,Ask (ent-pred-obj`)
16900,right-subgraph,2,E REF xF . xF RFG ?G
25131,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
23099,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
24854,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
1400,statement_property,Count_1,Count Obj (ent-pred-obj)
18799,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
2066,statement_property,Count_2,Count ent (ent-pred-obj)
29593,center,1.1,E REF ?F
669,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2`)
16503,left-subgraph,5,C RCD xD . xD RDE ?E
14824,right-subgraph,2,E REF xF . xF RFG ?G
10037,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
784,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
4113,statement_property,statement_property_2,(E pred F) prop ?value
125,boolean one_hop right subgraph,1,Ask (ent-pred-obj`)
9667,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
15280,right-subgraph,2,E REF xF . xF RFG ?G
2678,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
11636,,3,
10511,,2,
29967,simple question right,1,<S P ?O ; ?O instanceOf Type>
11668,,3,
25773,center,1.2,?D RDE E
27744,center,1.1,E REF ?F
24700,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
1954,statement_property,Count_2,Count ent (ent-pred-obj)
4594,statement_property,statement_property_1,(E pred ?Obj ) prop value
23076,simple question right,1,<S P ?O ; ?O instanceOf Type>
18985,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
3397,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
11467,,3,
2981,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
19365,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
28830,center,1.2,?D RDE E
5153,statement_property,statement_property_2,(E pred F) prop ?value
26127,center,1.1,E REF ?F
8122,statement_property,statement_property_1,(E pred ?Obj ) prop value
27589,center,1.1,E REF ?F
1783,statement_property,Count_2,Count ent (ent-pred-obj)
14500,right-subgraph,2,E REF xF . xF RFG ?G
14121,right-subgraph,1,E REF ?F . ?F RFG G
27370,center,1.1,E REF ?F
14532,left-subgraph,5,C RCD xD . xD RDE ?E
9650,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
17246,left-subgraph,5,C RCD xD . xD RDE ?E
6024,statement_property,statement_property_2,(E pred F) prop ?value
12042,right-subgraph,1,E REF ?F . ?F RFG G
19527,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
25546,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
11324,,3,
26985,center,1.2,?D RDE E
23225,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
12618,right-subgraph,1,E REF ?F . ?F RFG G
10486,,2,
16,boolean one_hop right subgraph,1,Ask (ent`-pred-obj)
8597,statement_property,statement_property_1,(E pred ?Obj ) prop value
26248,center,1.1,E REF ?F
26477,center,1.1,E REF ?F
22899,simple question right,1,<S P ?O ; ?O instanceOf Type>
16626,right-subgraph,2,E REF xF . xF RFG ?G
13732,right-subgraph,1,E REF ?F . ?F RFG G
29492,center,1.1,E REF ?F
27990,center,1.1,E REF ?F
23313,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
15703,right-subgraph,2,E REF xF . xF RFG ?G
8218,statement_property,statement_property_2,(E pred F) prop ?value
10372,,2,
4713,statement_property,statement_property_2,(E pred F) prop ?value
18785,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
22048,simple question left,2,<?S P O ; ?S InstanceOf Type>
5201,statement_property,statement_property_2,(E pred F) prop ?value
19127,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
23069,simple question left,2,<?S P O ; ?S InstanceOf Type>
14364,right-subgraph,2,E REF xF . xF RFG ?G
14433,right-subgraph,2,E REF xF . xF RFG ?G
16838,left-subgraph,5,C RCD xD . xD RDE ?E
19816,simple question left,2,<?S P O ; ?S InstanceOf Type>
7761,statement_property,statement_property_2,(E pred F) prop ?value
30096,simple question left,2,<?S P O ; ?S InstanceOf Type>
20724,simple question left,2,<?S P O ; ?S InstanceOf Type>
9811,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
18970,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
28247,center,1.1,E REF ?F
20538,simple question left,2,<?S P O ; ?S InstanceOf Type>
16309,left-subgraph,5,C RCD xD . xD RDE ?E
21821,simple question right,1,<S P ?O ; ?O instanceOf Type>
5711,statement_property,statement_property_2,(E pred F) prop ?value
17424,left-subgraph,5,C RCD xD . xD RDE ?E
12925,right-subgraph,1,E REF ?F . ?F RFG G
6198,statement_property,statement_property_1,(E pred ?Obj ) prop value
13790,right-subgraph,1,E REF ?F . ?F RFG G
30046,simple question left,2,<?S P O ; ?S InstanceOf Type>
17430,right-subgraph,2,E REF xF . xF RFG ?G
13729,right-subgraph,1,E REF ?F . ?F RFG G
27947,center,1.1,E REF ?F
11412,,3,
9016,statement_property,statement_property_2,(E pred F) prop ?value
21761,simple question left,2,<?S P O ; ?S InstanceOf Type>
26405,center,1.1,E REF ?F
16128,left-subgraph,5,C RCD xD . xD RDE ?E
15068,left-subgraph,5,C RCD xD . xD RDE ?E
23895,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
3610,statement_property,statement_property_1,(E pred ?Obj ) prop value
14550,right-subgraph,2,E REF xF . xF RFG ?G
16520,right-subgraph,2,E REF xF . xF RFG ?G
1799,statement_property,Count_2,Count ent (ent-pred-obj)
6108,statement_property,statement_property_1,(E pred ?Obj ) prop value
5743,statement_property,statement_property_2,(E pred F) prop ?value
28528,center,1.1,E REF ?F
24056,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
24646,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
17497,right-subgraph,2,E REF xF . xF RFG ?G
16009,left-subgraph,5,C RCD xD . xD RDE ?E
22763,simple question left,2,<?S P O ; ?S InstanceOf Type>
27607,center,1.1,E REF ?F
9337,statement_property,statement_property_1,(E pred ?Obj ) prop value
22373,simple question right,1,<S P ?O ; ?O instanceOf Type>
14088,right-subgraph,1,E REF ?F . ?F RFG G
14519,right-subgraph,2,E REF xF . xF RFG ?G
9246,statement_property,statement_property_2,(E pred F) prop ?value
17746,left-subgraph,5,C RCD xD . xD RDE ?E
26446,center,1.1,E REF ?F
3674,statement_property,statement_property_2,(E pred F) prop ?value
30168,simple question left,2,<?S P O ; ?S InstanceOf Type>
4033,statement_property,statement_property_1,(E pred ?Obj ) prop value
21981,simple question right,1,<S P ?O ; ?O instanceOf Type>
23856,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
27728,center,1.1,E REF ?F
28058,center,1.1,E REF ?F
7995,statement_property,statement_property_2,(E pred F) prop ?value
29793,simple question left,2,<?S P O ; ?S InstanceOf Type>
13281,right-subgraph,1,E REF ?F . ?F RFG G
10043,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
727,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
26740,center,1.1,E REF ?F
2089,statement_property,Count_2,Count ent (ent-pred-obj)
6519,statement_property,statement_property_1,(E pred ?Obj ) prop value
19736,simple question left,2,<?S P O ; ?S InstanceOf Type>
19803,simple question right,1,<S P ?O ; ?O instanceOf Type>
10833,,2,
5954,statement_property,statement_property_1,(E pred ?Obj ) prop value
7096,statement_property,statement_property_1,(E pred ?Obj ) prop value
18689,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
28299,center,1.2,?D RDE E
3217,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
4194,statement_property,statement_property_2,(E pred F) prop ?value
14314,left-subgraph,5,C RCD xD . xD RDE ?E
27609,center,1.2,?D RDE E
18588,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
22474,simple question left,2,<?S P O ; ?S InstanceOf Type>
16748,left-subgraph,5,C RCD xD . xD RDE ?E
27889,center,1.1,E REF ?F
7728,statement_property,statement_property_1,(E pred ?Obj ) prop value
27841,center,1.1,E REF ?F
654,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
2253,statement_property,Count_2,Count ent (ent-pred-obj)
200,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
1716,statement_property,Count_2,Count ent (ent-pred-obj)
12377,right-subgraph,1,E REF ?F . ?F RFG G
3426,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
83,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
14658,right-subgraph,2,E REF xF . xF RFG ?G
29079,center,1.1,E REF ?F
24103,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
424,boolean one_hop right subgraph,1,Ask (ent-pred-obj`)
24364,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
23960,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
9649,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
9269,statement_property,statement_property_2,(E pred F) prop ?value
21878,simple question left,2,<?S P O ; ?S InstanceOf Type>
16993,right-subgraph,2,E REF xF . xF RFG ?G
16978,right-subgraph,2,E REF xF . xF RFG ?G
28941,center,1.1,E REF ?F
24212,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
8791,statement_property,statement_property_2,(E pred F) prop ?value
25372,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
21880,simple question right,1,<S P ?O ; ?O instanceOf Type>
22884,simple question right,1,<S P ?O ; ?O instanceOf Type>
25073,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
29274,center,1.1,E REF ?F
7848,statement_property,statement_property_2,(E pred F) prop ?value
19138,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
25293,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
7966,statement_property,statement_property_2,(E pred F) prop ?value
25024,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
20757,simple question left,2,<?S P O ; ?S InstanceOf Type>
22377,simple question right,1,<S P ?O ; ?O instanceOf Type>
21500,simple question left,2,<?S P O ; ?S InstanceOf Type>
22985,simple question right,1,<S P ?O ; ?O instanceOf Type>
13172,right-subgraph,1,E REF ?F . ?F RFG G
30190,simple question right,1,<S P ?O ; ?O instanceOf Type>
17563,right-subgraph,2,E REF xF . xF RFG ?G
25783,center,1.1,E REF ?F
19817,simple question right,1,<S P ?O ; ?O instanceOf Type>
7722,statement_property,statement_property_2,(E pred F) prop ?value
25399,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
11428,,3,
27590,center,1.1,E REF ?F
6398,statement_property,statement_property_2,(E pred F) prop ?value
18865,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
16103,right-subgraph,2,E REF xF . xF RFG ?G
976,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
19422,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
2252,statement_property,Count_2,Count ent (ent-pred-obj)
11678,,3,
20540,simple question right,1,<S P ?O ; ?O instanceOf Type>
19318,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
2860,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
11178,,3,
26859,center,1.1,E REF ?F
4043,statement_property,statement_property_1,(E pred ?Obj ) prop value
7326,statement_property,statement_property_1,(E pred ?Obj ) prop value
13154,right-subgraph,1,E REF ?F . ?F RFG G
28698,center,1.1,E REF ?F
3267,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
15349,right-subgraph,2,E REF xF . xF RFG ?G
24270,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
8674,statement_property,statement_property_2,(E pred F) prop ?value
4340,statement_property,statement_property_1,(E pred ?Obj ) prop value
21295,simple question left,2,<?S P O ; ?S InstanceOf Type>
25961,center,1.2,?D RDE E
29423,center,1.1,E REF ?F
17043,left-subgraph,5,C RCD xD . xD RDE ?E
18571,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
22399,simple question right,1,<S P ?O ; ?O instanceOf Type>
6049,statement_property,statement_property_2,(E pred F) prop ?value
4123,statement_property,statement_property_1,(E pred ?Obj ) prop value
18229,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
22489,simple question right,1,<S P ?O ; ?O instanceOf Type>
20759,simple question left,2,<?S P O ; ?S InstanceOf Type>
22445,simple question left,2,<?S P O ; ?S InstanceOf Type>
25586,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
15633,left-subgraph,5,C RCD xD . xD RDE ?E
7017,statement_property,statement_property_1,(E pred ?Obj ) prop value
15046,left-subgraph,5,C RCD xD . xD RDE ?E
19026,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
29930,simple question left,2,<?S P O ; ?S InstanceOf Type>
29309,center,1.2,?D RDE E
1320,statement_property,Count_1,Count Obj (ent-pred-obj)
12737,right-subgraph,1,E REF ?F . ?F RFG G
4715,statement_property,statement_property_1,(E pred ?Obj ) prop value
24533,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
9505,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
28980,center,1.1,E REF ?F
22914,simple question left,2,<?S P O ; ?S InstanceOf Type>
